,S1,S2,S3,S4
780,0.6884467839,0.9987333995,0.9999267922,0.5198051012
781,0.9193883218,0.9984654201,0.9999607726,0.8491903892
782,0.8514604726,0.9999960977,0.9539645174,0.0019312112
783,0.705545617,0.0004323523,5.27034177221819E-05,0.2485936414
784,0.6981286487,0.0387011783,0.0336140504,0.884769145
785,0.9298092869,0.8213043764,7.68926616414578E-05,0.9504892322
786,0.0025781187,0.0004600297,5.12031079992537E-05,0.9437926805
787,0.9199573381,0.0546936085,0.9903424233,0.3785939038
788,0.8584099413,0.9520656791,0.9466052715,0.9444097969
789,0.0033870611,0.9983946966,4.88270654030938E-05,0.1213513915
790,0.9169644408,0.956744465,0.9999284606,0.0328341319
791,0.1480040079,0.8894667033,0.0403174071,0.1701801391
792,0.0015496295,0.9713317516,0.03406945,0.0093259109
793,0.0015451527,2.38586517696015E-06,9.25276778737726E-08,0.8810099458
794,0.6738479788,0.000811597,0.061485685,0.7302171932
795,0.7935544874,0.8454756248,0.0290097304,0.1153769914
796,0.8900265943,0.9984976178,5.96372158340055E-05,0.9441400806
797,0.1895190219,0.8202191547,9.0308086721298E-08,0.9463125922
798,0.4386988021,0.9434922879,0.9999580225,0.9612106864
799,0.8625686242,0.0302997757,0.9564351553,0.7642900335
800,0.9574465707,0.0445189627,8.78823997964288E-08,0.873798655
801,0.6635688239,0.0003241386,0.0247782096,0.663801997
802,0.8799752963,0.0004389592,0.9769641949,0.773348007
803,0.752528573,0.998444795,0.9999999999,0.2237039874
804,0.7434085244,0.0003269591,0.0315370303,0.6684517398
805,0.9650236431,0.9600625433,7.65239243986229E-08,0.7434585763
806,0.0217697992,0.9537579615,0.000000087,0.0093478771
807,0.922153593,0.9695958047,9.4738386160815E-08,0.7609319224
808,0.9949254918,0.0319360104,0.999961679,0.2361924388
809,0.931968626,0.0376681006,0.9999999999,0.7882712171
810,0.0028506429,0.9405886483,9.73989626117864E-08,0.1761996028
811,0.0015190091,0.9983398064,0.0286005157,0.4426106536
812,0.0028182876,0.9999999677,0.9885261861,0.7403785082
813,0.0292068612,0.9999957842,0.9744268126,0.7553881734
814,0.9200323883,0.0002273515,0.9810227228,0.8367435799
815,0.88725855,0.1200652349,0.9999154092,0.0172811594
816,0.9994784743,0.0003221681,0.9462806345,0.7663233291
817,0.2207174872,0.8799272785,8.76679127979458E-08,0.3750722302
818,0.6338264691,0.0004188204,0.9999999409,0.0098681182
819,0.0142503371,0.0005760144,0.9999215219,0.0218308106
820,0.9414390884,1.88977383452103E-06,0.9907652482,0.8277408009
821,0.9631584783,0.0003081027,0.9999582458,0.8409893587
822,0.5412766396,0.999548555,0.9999999999,0.9392551268
823,0.9402751017,0.9984365844,0.9568363387,0.767769373
824,0.7952678524,0.9993828551,0.984359448,0.9938585823
825,0.9366172569,0.9450826584,0.9999599565,0.7705156733
826,0.956617657,0.8346917211,0.9897120794,0.1344098973
827,0.7934206222,0.9999999695,0.9551381695,0.6857802263
828,0.7905357846,0.0397255342,0.9999999419,0.964372354
829,0.805092646,0.0002701913,0.0365280279,0.7887196729
830,0.7134206728,0.0350884852,0.9766640873,0.7769277152
831,0.8124274679,0.9337279005,0.9896515494,0.1115581932
832,0.9579947855,0.9551139541,1.43585141446146E-07,0.9574533165
833,0.8845256299,0.9111304646,0.0635562373,0.951093777
834,0.9224440007,0.847974804,0.9999999999,0.7959844559
835,0.7274251988,0.000002038,0.9999265541,0.996041138
836,0.031625113,0.000434701,0.9999999315,0.6939413141
837,0.0032056538,0.9990789675,0.9999999368,0.9381879801
838,0.137105237,0.0005031939,0.9525375191,0.4359000528
839,0.966101569,0.837283554,0.9562653687,0.965030594
840,0.9996861378,4.11478278734642E-06,0.957087352,0.7719975814
841,0.7233338704,0.0409208857,0.9999621829,0.7683727975
842,0.7094009278,0.9999999553,0.9999297322,0.9378978652
843,0.7931406281,0.9546208703,8.73907800415721E-08,0.4462795159
844,0.8938007323,0.998939965,0.0484560211,0.8678353808
845,0.7888887789,0.0003293637,0.9999999999,0.368148686
846,0.4268940528,0.9991399313,5.86830672765994E-05,0.353875291
847,0.2198592731,0.8807377347,0.9999204449,0.0022753293
848,0.0877203119,0.8693725866,4.52202479992964E-05,0.7582394989
849,0.9349347447,0.0560987128,0.9773538722,0.0034622935
850,0.1169080753,0.0448155891,0.0349387603,0.0232942373
851,0.6302540116,0.000319617,0.9999282928,0.1759137652
852,0.9413394783,0.9534077446,0.014659449,0.0251491081
853,0.0023928962,4.00475686379E-06,0.959399678,0.0029425583
854,0.9948297564,0.0285507897,0.9769801929,0.0185403788
855,0.9952095737,0.0005474928,0.000102946,0.2215054142
856,0.8419444437,0.8810756648,5.42421523818751E-05,0.1911285962
857,0.2206550941,0.8417451429,0.9999488345,0.0414374175
858,0.9954842573,0.8785976232,0.9999999406,0.9165964087
859,0.9628144078,2.11625446974904E-06,0.9999622011,0.0236616964
860,0.9654954542,0.0404421709,4.65937843385665E-05,0.993875817
861,0.8802657123,0.9400634174,0.999915005,0.0030882005
862,0.8840664155,0.000568698,0.99994761,0.995640091
863,0.0030467417,0.968468805,0.8587488676,0.0172181193
864,0.9949323855,2.52187748946939E-06,0.9999244051,0.6570058842
865,0.8037450983,2.00606953062733E-06,0.9999477971,0.8745745883
866,0.0295990281,0.0403135052,0.9999999999,0.1921511909
867,0.031958292,0.8887605655,0.000053625,0.0340075688
868,0.6207025626,0.1251607729,0.9756737493,0.7454655647
869,0.9403950295,0.1084231213,0.0001089916,0.7819416953
870,0.1960537815,0.0406134208,0.9999271023,0.961137731
871,0.1764780586,0.0004618498,0.0334208815,0.7360400043
872,0.8150844019,0.9988899506,5.82960806106269E-05,0.0193493091
873,0.0204253773,2.32781890319785E-06,0.9799872512,0.9993663518
874,0.8631891027,0.8932995963,0.991617852,0.0012170509
875,0.7122183535,0.1300317106,5.58220511986113E-05,0.6655606804
876,0.9996856712,0.0002818479,0.9834355292,0.1649070208
877,0.0033735582,0.9995014714,0.000000078,0.2071613998
878,0.0010121279,0.9604576619,0.9766017112,0.1674076301
879,0.8122566792,0.0005693401,0.9766734923,0.9462956284
880,0.020223278,0.8551317077,0.9774384952,0.7525557299
881,0.0820075828,0.8949430408,0.0313890753,0.9347789684
882,0.0197086042,0.8321874856,8.24809882260401E-08,0.2422519632
883,0.9994200025,0.999213081,0.9999613845,0.8097664995
884,0.0200867502,0.9983650113,0.9420599529,0.0035211319
885,0.8925174972,0.8501901539,0.9768169029,0.4327500882
886,0.7757261598,0.0008469404,0.9818754919,0.0018124768
887,0.7908801052,0.0003113061,0.9999999352,0.0024500826
888,0.9619145377,0.9620015624,0.9730937246,0.953146775
889,0.9954898606,2.6966973460478E-06,0.9999595954,0.6838740937
890,0.0180917165,0.9558802066,6.86101621878855E-05,0.7477504466
891,0.9303327562,0.0004575363,0.9999272429,0.7609834699
892,0.7907703432,2.46765241840453E-06,0.0643912178,0.9943611343
893,0.8862539225,0.0552722624,0.9775299313,0.9944036757
894,0.2232151216,0.0774219985,0.9912008185,0.2221057881
895,0.9387757603,0.0400035893,0.9881918124,0.9938788898
896,0.7232074803,0.000002445,0.9999285011,0.7735856451
897,0.4113507744,0.9573863032,0.9551433298,0.7647645017
898,0.8846375867,0.0381692612,0.000000132,0.0271493318
899,0.8782704812,0.0395015808,5.44252537439314E-05,0.8179873249
900,0.1850712261,0.9989502296,0.0354528401,0.035447225
901,0.9616886779,0.9994704792,0.9999999999,0.9993599713
902,0.8778922244,0.0004637902,0.9819613454,0.6860423847
903,0.0016438403,0.9999999726,0.9999309975,0.0026462238
904,0.8647160066,0.8236465363,0.9999999999,0.0035676486
905,0.936784813,0.0003049033,0.9999298363,0.7775582542
906,0.7907153343,0.9063221257,0.9790730838,0.9956460357
907,0.8847370214,0.9990773029,1.51577641658636E-07,0.6530098038
908,0.7896749735,0.9528178829,0.034535228,0.8838864304
909,0.7320282796,0.9991360146,5.55259066899626E-05,0.9993408839
910,0.2273082577,0.0004987679,4.65096074905801E-05,0.0792861702
911,0.020038889,2.19545290059282E-06,0.0666780938,0.5798078528
912,0.0202338267,0.939223522,0.9999292537,0.667821491
913,0.0207798782,0.9982613614,0.9764539977,0.2290565831
914,0.7380326197,0.000003703,0.9524937627,0.9510621914
915,0.8627978058,2.48387867908194E-06,0.9999999999,0.9386409373
916,0.995464032,0.0470673471,8.48710655950037E-08,0.0015274768
917,0.9449344972,0.998363813,0.999948761,0.7748871785
918,0.4388655451,0.9583086923,0.9999999999,0.0288300729
919,0.0024471782,0.9992319785,0.0644727396,0.8743233063
920,0.9138826937,0.9999967962,0.9999273266,0.7745858957
921,0.1972334217,2.59807385404208E-06,1.64811038902123E-07,0.8828347196
922,0.0021775666,0.0468215831,0.0570272455,0.0035101321
923,0.9946494526,0.000279482,0.9581136846,0.0203419299
924,0.7467915806,0.853410475,0.9999618274,0.9992895375
925,0.8933433191,0.953257193,0.9999999384,0.9495834747
926,0.0015478626,0.0002775786,0.0350167099,0.9524545303
927,0.9608607313,0.035029526,0.0301348671,0.9514235745
928,0.1549743523,0.9602025922,0.9564473499,0.621437527
929,0.8649756065,3.14922869460431E-06,0.9999999387,0.8075127872
930,0.9499547478,0.9990806975,0.0364602683,0.0032229331
931,0.7229611226,0.95667969,0.9745250297,0.6275376361
932,0.8798761491,0.8769871706,0.999927112,0.8822769578
933,0.0037331479,0.9447216232,0.9999330094,0.03198754
934,0.9410446634,0.9999999869,0.9908023814,0.9938597426
935,0.9995060027,0.9366715136,9.04771511233596E-08,0.0859546695
936,0.0038169858,0.9557213921,0.000000083,0.0023035045
937,0.7127224428,0.9993355624,0.9999999309,0.9502702271
938,0.0023736728,0.000311454,0.8574982115,0.8272746411
939,0.789060626,0.0003459648,0.9559617173,0.9993904821
940,0.8837896298,0.9409223012,0.9999614428,0.0024021779
941,0.2353111593,0.9443934934,0.9999281767,0.0272568327
942,0.9996810869,0.9983574811,0.9999626772,0.7552822952
943,0.7223155982,0.0001942613,0.9729695799,0.1137365338
944,0.9911498571,0.0002998278,5.48715506613838E-05,0.9608196496
945,0.0333631238,0.0470324363,0.9834165375,0.1948350902
946,0.8939100599,0.9744723447,0.034336082,0.7565043674
947,0.019875644,0.0004473177,5.07063634923436E-05,0.8909551885
948,0.8628879529,0.9999999701,0.9916266826,0.1876873248
949,0.9530152935,2.3652873190962E-06,0.9999999999,0.8055129057
950,0.7447810521,0.881150853,0.0341795316,0.0200829435
951,0.0798440657,0.9680824379,0.9770185078,0.9623383835
952,0.0022475032,0.9981628532,0.99044811,0.668760156
953,0.0097348695,0.9437625787,0.0628429134,0.66479024
954,0.9501835664,0.9999999674,5.64548251930031E-05,0.9644382827
955,0.117328074,0.1083689625,0.9999999999,0.2259608845
956,0.9284020863,0.0002834552,0.0623340597,0.0037906265
957,0.9300013241,0.9999999712,0.9999226821,0.0226258441
958,0.898122845,0.197978689,0.0647611372,0.7770676308
959,0.8044331717,0.9228396271,0.9836329742,0.1688758908
960,0.9588131118,0.9558581518,5.80304830650217E-05,0.7723428495
961,0.9653956963,3.42973421017654E-06,0.064621272,0.0185200412
962,0.0033476744,0.9646558529,0.9999999353,0.2613026414
963,0.7860618776,0.0003064409,5.23354335199451E-05,0.9586927162
964,0.0195227616,0.849740208,0.9822277353,0.8746412537
965,0.0264167823,0.0003245714,0.9737513239,0.9140271762
966,0.1896824442,0.9712434803,0.9776053211,0.7677103893
967,0.9357427416,0.0003268929,0.987396501,0.9536374061
968,0.8587847014,0.0403373832,0.9462931613,0.9364638738
969,0.0022869723,0.0003479614,0.0290369677,0.8141372876
970,0.9495784172,0.9575165923,0.9737892266,0.9405121181
971,0.0310588547,0.9983592536,0.0644271273,0.0034627763
972,0.0213036327,0.0422757578,0.0616018574,0.8721600692
973,0.7332616357,0.9558647611,7.41654140487786E-08,0.9625861439
974,0.1979353111,0.9987418469,0.9999292283,0.999297741
975,0.629303046,0.939082406,0.9999999206,0.4628414322
976,0.0360060312,0.0004484186,0.9718927587,0.9935221985
977,0.8115508826,2.11879037528094E-06,5.33544767513623E-05,0.003386522
978,0.1702984254,0.0482917928,0.99996222,0.9543409711
979,0.9947186593,0.9677483765,0.9999270789,0.9476778349
980,0.003062338,3.12847965611013E-06,0.9760415491,0.7566372971
981,0.8044884031,0.9763036654,0.9999188816,0.9509076252
982,0.8119679103,0.9988001773,0.9583089276,0.0325067871
983,0.0034656631,0.8179127751,0.9999999399,0.0036388479
984,0.7938749327,0.9984079681,0.000050942,0.118719476
985,0.0025913218,0.8380682462,0.9754786274,0.9351338297
986,0.735219047,0.0003526263,6.186550076123E-05,0.8395549746
987,0.9560041063,0.0402107076,7.53833760665452E-08,0.8029938553
988,0.0240091,0.8661078381,0.9557709708,0.1794127961
989,0.9550526733,0.0002979791,0.0662199113,0.8773674186
990,0.9193020491,0.000488258,0.9999253661,0.6140859518
991,0.5082155264,0.9553007308,0.0618516634,0.0212666762
992,0.2127184434,0.9617695473,0.9999287842,0.7539553562
993,0.7121052758,0.000486219,0.9485061272,0.1892652542
994,0.9970959332,0.9991841166,0.9893203249,0.9950542765
995,0.0319192773,0.9982880669,0.0659444918,0.0305444762
996,0.6350860644,0.9999962085,0.0604527177,0.6058129911
997,0.0845892269,0.0324527283,0.0610242412,0.9943807549
998,0.191078614,0.000383827,0.9770322287,0.888057924
999,0.9012863775,0.8877977301,0.9535977655,0.0047813741
1000,0.960751441,0.259840652,0.9763667603,0.1646043509
1001,0.1494842357,0.9514342467,9.78216133449102E-08,0.9434511558
1002,0.963219624,0.9999999674,9.30724076272015E-08,0.8341984578
1003,0.00226472,0.9989890846,0.9999999336,0.0353583474
1004,0.6695076215,0.0671476099,0.9999999999,0.2344461305
1005,0.8038346498,0.0360800724,0.9788370904,0.8131015001
1006,0.9532648606,0.0370540976,0.060375042,0.0237223161
1007,0.96437469,0.0002975697,0.9999606248,0.7543230916
1008,0.158336517,0.9985277599,0.9540780281,0.0208594453
1009,0.0214989795,0.8802560985,0.9999104366,0.9958053269
1010,0.8041375503,2.19580242382059E-06,0.9808071003,0.0028666455
1011,0.7103426789,0.1109214284,0.9999304375,0.1902750014
1012,0.0328425999,0.9630215044,0.9923204542,0.0219041715
1013,0.0015950836,0.0002650895,0.9999999364,0.9606936086
1014,0.0218375893,0.118786056,0.9999999418,0.0034632066
1015,0.6947846266,0.9989253235,0.9999999999,0.7614910431
1016,0.9229437456,0.0002925757,7.37542781990663E-08,0.9338245976
1017,0.961963785,0.9983025521,0.9849370504,0.2258963034
1018,0.9487104361,0.000003166,8.38779939869379E-08,0.003656023
1019,0.7287637408,0.9345454132,0.9999999386,0.9437284324
1020,0.0026761036,0.9573346301,0.9999999416,0.8463022216
1021,0.6221366134,0.8179733231,0.9999999999,0.6070087635
1022,0.0206885734,0.0002460263,7.06919153075602E-08,0.7320289185
1023,0.0034024124,0.9988034281,0.9999999999,0.7539830808
1024,0.624656322,0.058445136,0.9999272688,0.0214025921
1025,0.1174956292,0.9383353606,0.9999120917,0.7190508813
1026,0.4091170843,0.936188965,0.9559558098,0.622061927
1027,0.757407652,0.8386720942,0.9806532387,0.6418580351
1028,0.0285611784,2.16794064066302E-06,0.9762788474,0.0218345037
1029,0.0312037659,0.1176586079,0.9549014653,0.003581072
1030,0.0024064186,0.9999962519,0.9999092904,0.1323817348
1031,0.9994460018,0.9666670711,0.9833772772,0.0274922723
1032,0.7224839919,0.9987596122,0.9999999999,0.3634877492
1033,0.6231944992,0.8417642331,0.9587157885,0.9358596656
1034,0.7906785255,0.0382351235,4.03282823672732E-05,0.9939226932
1035,0.8948227415,0.8997972311,0.0308970263,0.0198488296
1036,0.9158136432,0.9587781866,0.999922476,0.5347930632
1037,0.9404756708,0.9498109157,0.9766077213,0.6471836032
1038,0.8123398113,0.9208662968,0.9920667305,0.9370761605
1039,0.9532631529,1.94569282481589E-06,0.9999591612,0.2168770959
1040,0.9555852217,0.9992986002,0.9713891196,0.9616334038
1041,0.022435089,2.16751697449186E-06,0.9999999405,0.9993089277
1042,0.0028930267,1.94656501394728E-06,0.000000127,0.1505370171
1043,0.0022468113,0.9981896858,0.9897960166,0.4457732338
1044,0.0398492902,0.9999999702,0.9999551568,0.0023923668
1045,0.8119390754,2.41993976351324E-06,0.0621199887,0.7285629134
1046,0.9551528376,0.8193056734,0.9999625492,0.9462986551
1047,0.0032449099,0.9989296693,0.0474814526,0.1383241831
1048,0.9599414423,0.2429974,0.9831441558,0.9624950003
1049,0.0259486796,2.20535461799758E-06,0.000055155,0.6015224262
1050,0.7171508055,0.9642716923,0.9999999999,0.7337645139
1051,0.0040238575,0.9982658128,0.0332004582,0.2614935254
1052,0.94107858,0.9991045843,0.9496980838,0.946510545
1053,0.0816060278,0.9681911629,0.9999999999,0.9564275977
1054,0.81196326,0.9989807859,0.958430631,0.7193014653
1055,0.91848658,0.9526826581,0.0347137426,0.7773372794
1056,0.8722643908,0.9999999724,8.79314370584422E-08,0.9473379329
1057,0.8125231218,0.9534711864,0.9914397184,0.0291776501
1058,0.1360317684,0.0360146451,0.9999999999,0.9993171423
1059,0.9600471277,0.1207162413,4.9751864305677E-05,0.2303040754
1060,0.0034416428,0.9348121969,0.000040857,0.0764179635
1061,0.0258606175,0.0333491379,0.9999999999,0.6190000406
1062,0.0026704035,0.8531454106,0.0605648346,0.0170165391
1063,0.1555671621,0.9371308476,0.9762466668,0.8775936356
1064,0.8044313161,0.0004940644,6.8764880950032E-05,0.7078091321
1065,0.81212628,0.1184592053,0.0292150538,0.9598825621
1066,0.8061858239,0.9999970547,9.97875450292115E-08,0.934507668
1067,0.630393861,0.9555949712,0.9999289205,0.2192505832
1068,0.9422493151,0.0342313685,0.9903476827,0.0033400604
1069,0.7881977258,2.64485261799809E-06,8.51519561374192E-08,0.8100652495
1070,0.1963389185,0.8349294173,5.35135261585673E-05,0.2215484391
1071,0.0343765696,0.9999962714,0.9999613535,0.8272704413
1072,0.9329072996,0.9999964198,0.9778302153,0.9102251921
1073,0.9948576654,0.0591934229,0.0284606084,0.0099582311
1074,0.8713062267,0.8911231321,0.990115669,0.8683277097
1075,0.958215868,0.999999969,0.9761411824,0.7766042803
1076,0.0222705879,0.9999959982,0.9999294326,0.7630424337
1077,0.0031423489,0.9561196477,0.033333503,0.0010873423
1078,0.9229886403,0.8271154859,0.9999999396,0.8689213463
1079,0.0035848753,0.0003927966,0.9583947744,0.0298358716
1080,0.0202070634,0.9549717307,0.9999999999,0.8766317418
1081,0.9029212874,0.04567078,0.9999999396,0.2370445322
1082,0.2034759585,0.0004102393,0.9752522946,0.9272152266
1083,0.1982898881,0.9978312951,0.060419915,0.4674306318
1084,0.777269974,0.9984613579,0.9878147119,0.0273891595
1085,0.6314396421,4.66037516347159E-06,0.9904990156,0.6245952735
1086,0.9493419007,0.956116386,9.38095222698474E-08,0.8853756131
1087,0.8520833343,0.0433207363,0.0305800964,0.1696534623
1088,0.2017879366,0.9359391361,0.0615349972,0.0313361521
1089,0.7371863262,0.8272118241,0.9568478582,0.8496881864
1090,0.6977674063,0.8090526657,5.78809414455827E-05,0.9247653174
1091,0.9606805369,0.9542340409,0.973734535,0.9993849075
1092,0.0033697548,0.0320087845,0.9999999367,0.8362479814
1093,0.8117002232,2.68768294850381E-06,0.0591388647,0.0342547714
1094,0.0021688188,0.9510475606,0.9999594384,0.0193964373
1095,0.8117279132,0.0003689841,0.9999610964,0.029343645
1096,0.9492710965,0.000002637,5.55299177774884E-05,0.9341665981
1097,0.9309237469,0.8231260139,0.9999094154,0.7568665572
1098,0.9645658632,0.0009670446,0.9885976508,0.9935309152
1099,0.1783958278,0.0433912247,8.78147273664523E-08,0.9547737613
1100,0.9028850144,0.072400284,0.9999624131,0.9140819434
1101,0.0022622839,0.0337151297,0.0589908472,0.1613777247
1102,0.9455331582,0.0374941096,0.9853683794,0.7586329551
1103,0.9253114098,0.0630619597,0.9999299744,0.9507725053
1104,0.9949226721,0.8743802358,0.9759329042,0.002872511
1105,0.0164472467,0.9345992672,0.9999309736,0.7721458866
1106,0.0335316492,0.0410904637,0.9999254412,0.7572821752
1107,0.0033157807,0.8679494784,0.0343379939,0.9612498887
1108,0.0198483741,0.0675045068,9.42089858457958E-08,0.0038317335
1109,0.247572551,3.04364399107963E-06,0.9999152972,0.837785247
1110,0.033134888,2.25410456267003E-06,0.9806223807,0.816669839
1111,0.7942306814,0.0003182267,0.9476950849,0.1513454678
1112,0.0092463102,0.9991763221,0.9773416464,0.0011361016
1113,0.9411405481,0.9985189254,0.9907758358,0.8746933249
1114,0.0216714751,0.9999999686,9.39334338162254E-08,0.3537039472
1115,0.2735316273,3.07811567636655E-06,0.0619939036,0.5471492649
1116,0.0322660148,0.9430522034,0.9999129173,0.3955077598
1117,0.9419723486,0.0004423625,9.16868471253144E-08,0.9050077211
1118,0.001063444,0.0333121077,8.4913673588249E-08,0.6346290303
1119,0.6778506441,0.9524292463,0.9999999999,0.9957833092
1120,0.9960631119,0.9543050826,0.9999601853,0.0804630926
1121,0.9189619623,0.8240157453,0.9870076979,0.9993721027
1122,0.963972363,0.0582521613,0.9925233997,0.7768192475
1123,0.9994355262,0.000002445,5.44277604543107E-05,0.0230039241
1124,0.7179131116,0.9628379209,0.9999297987,0.9508296722
1125,0.9115996959,0.9683195324,0.9999280631,0.6566420356
1126,0.8829224997,0.9990204597,0.9999999999,0.2202530167
1127,0.9414107077,0.0003014986,0.951957493,0.8163419935
1128,0.138707626,0.9560125487,0.9999999412,0.8425206906
1129,0.2510658922,0.8986170547,0.9999626378,0.6680245714
1130,0.0021853377,0.9376498732,0.9909930285,0.623594301
1131,0.0037108329,0.8225068372,0.9521213792,0.9454555339
1132,0.9994441052,0.998999213,5.38390978867475E-05,0.7753667796
1133,0.9614002454,0.9609383726,0.9999604755,0.037439139
1134,0.0036915921,0.8251659474,5.30669438640046E-05,0.9611959108
1135,0.7166163664,0.9999964856,0.9860789472,0.1854022498
1136,0.9455580395,3.6058035460744E-06,7.82949247369187E-08,0.0200828911
1137,0.9312395829,0.9563035592,4.46769236673849E-05,0.0028912866
1138,0.9458809519,0.9999999692,0.9999681984,0.0195704293
1139,0.4801708649,0.9520053202,5.6422548447614E-05,0.8783515113
1140,0.1596003455,0.0002892531,0.9999999999,0.1904281495
1141,0.594737977,0.8431598027,0.0286907558,0.180217474
1142,0.0032364593,0.0004057501,0.9999999339,0.599849325
1143,0.0020592906,0.0003316867,0.9999999421,0.9993019988
1144,0.959809033,0.0002657981,5.36530723591679E-05,0.0839478011
1145,0.0022286495,0.9629228967,0.0640215769,0.9024751278
1146,0.9531713665,0.9992799059,0.9999999413,0.9383184799
1147,0.9564240347,0.7935936928,0.99999994,0.6597094909
1148,0.0035212042,3.56975727680431E-06,0.000047443,0.2360003492
1149,0.9994466384,0.0004586905,0.9773044416,0.9254422943
1150,0.2320844432,6.61751335415492E-06,8.07233466255683E-08,0.9590258499
1151,0.0838981117,0.9994863281,0.0342225341,0.9673286809
1152,0.7827647228,0.9999958927,0.9999174524,0.8386439437
1153,0.8521281752,0.1431995367,0.9999633295,0.7122359887
1154,0.2288428115,0.8863631558,0.9999999999,0.9057242634
1155,0.6948747419,0.9999959258,0.9766118873,0.7160864408
1156,0.9542506701,0.0390603565,1.78831064275147E-07,0.999297279
1157,0.0104816497,0.9990562927,0.0621581917,0.0010460592
1158,0.0234787882,0.950904964,7.96992776373739E-08,0.962354913
1159,0.8126274715,2.3991016290749E-06,0.9999999378,0.7526694902
1160,0.1358585526,0.9999999691,0.0627578284,0.0021126674
1161,0.9606584611,0.0004266639,0.9902980473,0.226059087
1162,0.0035355353,0.9411245351,0.9999999407,0.9635377909
1163,0.002192206,0.0575031659,0.9999631432,0.7225123765
1164,0.6377620541,0.9989253676,0.9999638427,0.0015775293
1165,0.9995056507,0.0002859381,0.9999287411,0.7337986288
1166,0.640138589,0.0512309872,0.9781117142,0.7637229126
1167,0.9453135515,0.9681861473,0.9725972187,0.6216235181
1168,0.999441431,0.9725972187,0.0656782948,0.2275832298
